Band,Age,year,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Include in analysis
162-91101,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91102,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91103,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91104,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91105,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91106,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-91107,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91108,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-91109,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-91110,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91111,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91112,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91113,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91114,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91115,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91116,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91117,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91118,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91119,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91120,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91121,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91122,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91123,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91124,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91125,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91126,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91127,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91128,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-91129,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91130,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91131,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91132,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91133,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91134,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91135,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91136,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91137,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91138,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91139,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91140,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91141,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91142,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91143,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91144,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91145,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91146,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91147,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91148,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91149,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-91150,P,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE
162-97240,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97241,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97242,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97243,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97244,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97245,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97246,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97247,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97248,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97249,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97250,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97251,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97252,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97253,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97254,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97255,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97256,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97257,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97258,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
162-97259,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97260,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97261,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97262,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
162-97263,P,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
380-00062,A,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE
162-89705,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89706,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89707,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89708,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89709,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89710,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89711,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89712,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89713,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89714,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89715,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89716,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89717,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89718,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89719,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89720,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89721,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89722,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89723,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89724,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89725,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89726,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89727,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89728,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89729,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89730,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89731,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE
162-89732,A,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRUE
162-89552,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89553,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89554,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89555,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89556,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89557,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89558,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89559,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89560,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89561,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89562,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89563,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89564,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89565,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89566,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89567,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89568,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89569,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89570,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89571,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
162-89573,A,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE
